Age,Country,CountryCode,Player,Position
7 January 1970  ,Angola,ANG,JOAO RICARDO,Goalkeeper
6 August 1984  ,Angola,ANG,MARCOS AIROSA,Defender
10 July 1977  ,Angola,ANG,JAMBA,Defender
29 May 1977  ,Angola,ANG,LEBO LEBO,Defender
11 October 1978  ,Angola,ANG,KALI,Defender
27 May 1981  ,Angola,ANG,MILOY,Midfielder
28 November 1972  ,Angola,ANG,FIGUEIREDO,Midfielder
14 May 1978  ,Angola,ANG,ANDRE,Midfielder
18 March 1982  ,Angola,ANG,MANTORRAS,Forward
30 May 1977  ,Angola,ANG,AKWA,Forward
18 June 1984  ,Angola,ANG,Mateus,Midfielder
1 February 1981  ,Angola,ANG,LAMA,Goalkeeper
2 March 1980  ,Angola,ANG,EDSON,Midfielder
9 October 1982  ,Angola,ANG,MENDONCA,Midfielder
3 September 1977  ,Angola,ANG,RUI MARQUES,Defender
30 December 1979  ,Angola,ANG,ABOU TARIKA,Forward
30 December 1979  ,Angola,ANG,FLAVIO,Forward
12 October 1983  ,Angola,ANG,ZE KALANGA,Midfielder
14 March 1979  ,Angola,ANG,LOVE,Forward
11 February 1980  ,Angola,ANG,ANDRE TITI BUENGO,Forward
25 December 1984  ,Angola,ANG,LOCO,Defender
1 November 1979  ,Angola,ANG,DELGADO,Defender
1 June 1985  ,Angola,ANG,MÃRIO,Goalkeeper
8 December 1974  ,Angola,ANG,MARCO ABREU,Defender
22 June 1960  ,Angola,ANG,GONCALVES Luis,Coach
19 August 1972  ,Argentina,ARG,Roberto ABBONDANZIERI,Goalkeeper
14 April 1973  ,Argentina,ARG,Roberto AYALA,Defender
5 May 1976  ,Argentina,ARG,Juan SORIN,Defender
22 January 1982  ,Argentina,ARG,Fabricio COLOCCINI,Defender
18 August 1980  ,Argentina,ARG,Esteban CAMBIASSO,Midfielder
19 April 1978  ,Argentina,ARG,Gabriel HEINZE,Defender
11 December 1981  ,Argentina,ARG,Javier SAVIOLA,Forward
