Age,Country,CountryCode,Player,Position
27 April 1962  ,Argentina,ARG,Angel COMIZZO,Goalkeeper
30 July 1957  ,Argentina,ARG,Nery PUMPIDO,Goalkeeper
9 November 1962  ,Argentina,ARG,Sergio BATISTA,Midfielder
1 June 1966  ,Argentina,ARG,Abel BALBO,Forward
20 June 1963  ,Argentina,ARG,Jose BASUALDO,Midfielder
26 January 1958  ,Argentina,ARG,Edgardo BAUZA,Defender
7 February 1960  ,Argentina,ARG,Gabriel CALDERON,Midfielder
9 October 1962  ,Argentina,ARG,Jorge BURRUCHAGA,Midfielder
9 January 1967  ,Argentina,ARG,Claudio CANIGGIA,Forward
14 February 1964  ,Argentina,ARG,Gustavo DEZOTTI,Forward
30 October 1960  ,Argentina,ARG,Diego MARADONA,Midfielder
29 April 1968  ,Argentina,ARG,Nestor FABBRI,Defender
17 October 1963  ,Argentina,ARG,Sergio GOYCOCHEA,Goalkeeper
28 February 1966  ,Argentina,ARG,Nestor LORENZO,Defender
11 December 1956  ,Argentina,ARG,Ricardo GIUSTI,Midfielder
23 February 1962  ,Argentina,ARG,Pedro MONZON,Defender
18 October 1958  ,Argentina,ARG,Julio OLARTICOECHEA,Midfielder
12 October 1966  ,Argentina,ARG,Roberto SENSINI,Defender
10 June 1962  ,Argentina,ARG,Jose SERRIZUELA,Defender
26 January 1962  ,Argentina,ARG,Oscar RUGGERI,Defender
2 March 1960  ,Argentina,ARG,Juan SIMON,Defender
28 July 1965  ,Argentina,ARG,Pedro TROGLIO,Midfielder
30 December 1965  ,Argentina,ARG,Fabian CANCELARICH,Goalkeeper
16 March 1938  ,Argentina,ARG,BILARDO Carlos,Coach
28 May 1957  ,Austria,AUT,Klaus LINDENBERGER,Goalkeeper
31 October 1966  ,Austria,AUT,Ernst AIGNER,Defender
15 November 1965  ,Austria,AUT,Robert PECL,Defender
17 August 1965  ,Austria,AUT,Anton PFEFFER,Defender
26 March 1967  ,Austria,AUT,Peter SCHOETTEL,Defender
22 December 1964  ,Austria,AUT,Manfred ZSAK,Midfielder
23 November 1964  ,Austria,AUT,Kurt RUSS,Defender
20 May 1966  ,Austria,AUT,Peter ARTNER,Defender
10 March 1964  ,Austria,AUT,Toni POLSTER,Forward
27 August 1962  ,Austria,AUT,Manfred LINZMAIER,Midfielder
24 September 1966  ,Austria,AUT,Alfred HOERTNAGL,Midfielder
16 April 1969  ,Austria,AUT,Michael BAUR,Midfielder
7 October 1964  ,Austria,AUT,Andeas OGRIS,Forward
29 August 1965  ,Austria,AUT,Gerhard RODAX,Forward
29 January 1961  ,Austria,AUT,Christian KEGLEVITS,Forward
14 October 1963  ,Austria,AUT,Andreas REISINGER,Midfielder
29 December 1966  ,Austria,AUT,Heimo PFEIFENBERGER,Forward
19 January 1966  ,Austria,AUT,Michael STREITER,Defender
13 December 1968  ,Austria,AUT,Gerald GLATZMAYER,Midfielder
10 September 1968  ,Austria,AUT,Andreas HERZOG,Midfielder
6 March 1962  ,Austria,AUT,Michael KONSEL,Goalkeeper
1 November 1964  ,Austria,AUT,Otto KONRAD,Goalkeeper
27 April 1948  ,Austria,AUT,HICKERSBERGER Josef,Coach
24 January 1959  ,Belgium,BEL,Michel PREUDHOMME,Goalkeeper
18 May 1954  ,Belgium,BEL,Eric GERETS,Defender
10 August 1967  ,Belgium,BEL,Philippe ALBERT,Defender
6 November 1956  ,Belgium,BEL,Leo CLIJSTERS,Defender
27 August 1967  ,Belgium,BEL,Bruno VERSAVEL,Midfielder
25 February 1966  ,Belgium,BEL,Marc EMMERS,Midfielder
11 March 1966  ,Belgium,BEL,Stephane DEMOL,Defender
30 April 1961  ,Belgium,BEL,Franky VAN DER ELST,Midfielder
4 September 1965  ,Belgium,BEL,Marc DE GRIJSE,Forward
19 February 1966  ,Belgium,BEL,Enzo SCIFO,Midfielder
28 February 1957  ,Belgium,BEL,Jan CEULEMANS,Forward
2 September 1962  ,Belgium,BEL,Gilbert BODART,Goalkeeper
25 January 1962  ,Belgium,BEL,Georges GRUN,Defender
1 October 1962  ,Belgium,BEL,Nico CLAESEN,Forward
18 December 1961  ,Belgium,BEL,Jean Francois DE SART,Defender
19 January 1958  ,Belgium,BEL,Michel DE WOLF,Defender
7 May 1965  ,Belgium,BEL,Pascal PLOVIE,Defender
30 April 1964  ,Belgium,BEL,Lorenzo STAELENS,Midfielder
4 February 1964  ,Belgium,BEL,Marc VAN DER LINDEN,Forward
