Age,Country,CountryCode,Player,Position
22 January 1957  ,Algeria,ALG,Nasser DRID,Goalkeeper
24 February 1953  ,Algeria,ALG,Mahmoud GUENDOUZ,Defender
19 August 1956  ,Algeria,ALG,Fathi CHEBEL,Midfielder
12 April 1954  ,Algeria,ALG,Nordine KOURICHI,Defender
1 December 1957  ,Algeria,ALG,Abdellah MEDJADI,Defender
2 May 1958  ,Algeria,ALG,Mohamed KACI SAID,Midfielder
10 June 1958  ,Algeria,ALG,Salah ASSAD,Forward
5 March 1958  ,Algeria,ALG,Karim MAROC,Midfielder
22 July 1960  ,Algeria,ALG,Djamel MENAD,Forward
29 December 1958  ,Algeria,ALG,Lakhdar BELLOUMI,Midfielder
15 February 1958  ,Algeria,ALG,Rabah MADJER,Forward
1 December 1954  ,Algeria,ALG,Tedj BENSAOULA,Forward
19 May 1956  ,Algeria,ALG,Rachid HARKOUK,Forward
28 April 1955  ,Algeria,ALG,Djamel ZIDANE,Midfielder
1 January 1961  ,Algeria,ALG,Abdelhamid SADMI,Defender
17 January 1956  ,Algeria,ALG,Faouzi MANSOURI,Defender
3 February 1963  ,Algeria,ALG,Fawzi BENKHALIDI,Midfielder
25 June 1960  ,Algeria,ALG,Alim BEN MABROUK,Midfielder
20 May 1958  ,Algeria,ALG,Mohamed CHAIB,Defender
23 May 1961  ,Algeria,ALG,Fadil MEGHARIA,Defender
27 May 1961  ,Algeria,ALG,Larbi EL HADI,Goalkeeper
19 February 1959  ,Algeria,ALG,Mourad AMARA,Goalkeeper
3 May 1946  ,Algeria,ALG,SAADANE Rabah,Coach
18 November 1958  ,Argentina,ARG,Sergio ALMIRON,Forward
9 November 1962  ,Argentina,ARG,Sergio BATISTA,Midfielder
25 January 1954  ,Argentina,ARG,Ricardo BOCHINI,Midfielder
28 September 1964  ,Argentina,ARG,Claudio BORGHI,Midfielder
10 November 1956  ,Argentina,ARG,Jose BROWN,Defender
25 May 1953  ,Argentina,ARG,Daniel PASSARELLA,Defender
9 October 1962  ,Argentina,ARG,Jorge BURRUCHAGA,Midfielder
29 September 1962  ,Argentina,ARG,Nestor CLAUSEN,Defender
1 February 1961  ,Argentina,ARG,Jose CUCIUFFO,Defender
30 October 1960  ,Argentina,ARG,Diego MARADONA,Midfielder
4 October 1955  ,Argentina,ARG,Jorge VALDANO,Forward
26 April 1962  ,Argentina,ARG,Hector ENRIQUE,Midfielder
9 December 1956  ,Argentina,ARG,Oscar GARRE,Defender
11 December 1956  ,Argentina,ARG,Ricardo GIUSTI,Midfielder
22 December 1965  ,Argentina,ARG,Luis ISLAS,Goalkeeper
18 October 1958  ,Argentina,ARG,Julio OLARTICOECHEA,Defender
17 May 1960  ,Argentina,ARG,Pedro PASCULLI,Forward
30 July 1957  ,Argentina,ARG,Nery PUMPIDO,Goalkeeper
26 January 1962  ,Argentina,ARG,Oscar RUGGERI,Defender
20 August 1962  ,Argentina,ARG,Carlos TAPIA,Midfielder
17 February 1955  ,Argentina,ARG,Marcelo TROBBIANI,Midfielder
30 April 1957  ,Argentina,ARG,Hector ZELADA,Goalkeeper
16 March 1938  ,Argentina,ARG,BILARDO Carlos,Coach
4 December 1953  ,Belgium,BEL,Jean Marie PFAFF,Goalkeeper
18 May 1954  ,Belgium,BEL,Eric GERETS,Defender
30 April 1961  ,Belgium,BEL,Franky VAN DER ELST,Defender
19 January 1958  ,Belgium,BEL,Michel DE WOLF,Defender
3 November 1955  ,Belgium,BEL,Michel RENQUIN,Defender
28 October 1956  ,Belgium,BEL,Frank VERCAUTEREN,Midfielder
22 July 1953  ,Belgium,BEL,Rene VANDEREYCKEN,Midfielder
19 February 1966  ,Belgium,BEL,Enzo SCIFO,Midfielder
26 January 1959  ,Belgium,BEL,Erwin VANDENBERGH,Forward
29 November 1958  ,Belgium,BEL,Philippe DESMET,Forward
28 February 1957  ,Belgium,BEL,Jan CEULEMANS,Midfielder
8 September 1956  ,Belgium,BEL,Jacques MUNARON,Goalkeeper
25 January 1962  ,Belgium,BEL,Georges GRUN,Defender
6 November 1956  ,Belgium,BEL,Leo CLIJSTERS,Defender
7 January 1962  ,Belgium,BEL,Leo VAN DER ELST,Midfielder
1 October 1962  ,Belgium,BEL,Nico CLAESEN,Forward
27 December 1958  ,Belgium,BEL,Raymond MOMMENS,Midfielder
9 December 1956  ,Belgium,BEL,Daniel VEYT,Forward
10 April 1952  ,Belgium,BEL,Hugo BROOS,Defender
2 September 1962  ,Belgium,BEL,Gilbert BODART,Goalkeeper
11 March 1966  ,Belgium,BEL,Stephane DEMOL,Defender
17 January 1965  ,Belgium,BEL,Patrick VERVOORT,Defender
6 December 1922  ,Belgium,BEL,THYS Guy,Coach
4 March 1956  ,Brazil,BRA,CARLOS,Goalkeeper
3 July 1959  ,Brazil,BRA,EDSON,Defender
20 June 1954  ,Brazil,BRA,OSCAR,Defender
5 June 1955  ,Brazil,BRA,EDINHO,Defender
16 October 1953  ,Brazil,BRA,FALCAO,Midfielder
29 June 1954  ,Brazil,BRA,JUNIOR,Defender
31 January 1966  ,Brazil,BRA,MULLER,Forward
15 April 1963  ,Brazil,BRA,CASAGRANDE,Forward
5 October 1960  ,Brazil,BRA,CARECA,Forward
3 March 1953  ,Brazil,BRA,ZICO,Midfielder
13 April 1962  ,Brazil,BRA,EDIVALDO,Forward
7 June 1957  ,Brazil,BRA,PAULO VITOR,Goalkeeper
19 September 1961  ,Brazil,BRA,JOSIMAR,Defender
8 March 1963  ,Brazil,BRA,JULIO CESAR,Defender
22 November 1961  ,Brazil,BRA,ALEMAO,Midfielder
